UMAP 0,UMAP 1,cell_type,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7
-16.156086,-6.9700265,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,FCN1,VCAN,AC020656.1,LGALS1
15.992366,-1.109765,NK,GNLY,CCL4,NKG7,GZMB,CLIC3,CTSW,GZMM,GZMA
15.781079,11.4514,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79A,HLA-DRB1,TCL1A,CD79B
7.094781,15.427,Transitional B,IGKC,IGHM,CD79B,TCL1A,IGLC1,HLA-DRA,VPREB3,SAT1
0.7747654,7.774808,Erythroblast,HBD,HBM,HBB,AHSP,PRDX2,HBA1,TUBA1B,HBA2
-14.953148,11.880807,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,HBM,TPT1,HIST1H4C
0.17870574,-13.893165,CD4+ T activated,DUSP2,FOS,IL7R,MALAT1,CRIP1,AL499604.1,TNFAIP3,CD69
2.987298,-12.030285,CD4+ T naive,H1FX,CD7,IL7R,JUN,TRAC,HIST1H4C,JUNB,HBD
-3.375047,-14.9434595,CD4+ T naive,FOS,TRBC1,CD69,PRKCQ-AS1,PCED1B-AS1,JUN,JUNB,TNFAIP3
10.153559,-9.877563,CD8+ T naive,CD8B,CD8,LINC02446,JUNB,TRBC1,TNFAIP3,HBD,TRBC2
-14.019037,10.690095,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,AHSP,FOS
-14.435232,13.517298,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,HBM,AHSP
15.685559,11.222866,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,CD79A,IGHD,MS4A1,HLA-DRB1
14.298313,17.651928,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,MS4A1,CD79A,IGHD,HLA-DQA1
0.71722925,-13.042942,CD4+ T activated,TRBC1,JUNB,JUN,FOS,IL7R,HBD,TRAC,SAT1
14.131973,16.137716,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,MS4A1,CD74,TCL1A,HLA-DRB1,CD79B
7.3978343,15.900957,Transitional B,IGKC,IGHM,CD79B,TCL1A,IGLC1,CD24,VPREB3,STMN1
-1.2710375,-11.361668,CD4+ T naive,H1FX,IL7R,MALAT1,TNFAIP3,TPT1,JUNB,AL499604.1,BCL11B
1.3394864,-12.434896,CD4+ T naive,JUNB,FOS,CRIP1,IL7R,AL627171.2,CD7,TRBC1,TPT1
-4.9524584,-7.5552273,CD4+ T activated,CRIP1,IL7R,NEAT1,S100A11,ANXA1,ITGB1,ZFP36,MAF
-4.1893854,-9.20463,CD4+ T activated,FOS,TRBC1,CCL5,IL7R,GPR183,CRIP1,HIST1H4C,ANXA1
-1.9152776,-12.110334,CD4+ T naive,CD69,JUNB,MALAT1,HBA1,FOS,SAT1,FOSB,NEAT1
4.1805673,8.207321,Erythroblast,HBM,HIST1H4C,HBD,CA1,AHSP,PRDX2,HBB,HBA2
-3.3271174,-12.584486,CD4+ T naive,H1FX,PRKCQ-AS1,AL499604.1,PCED1B-AS1,HBB,JUNB,BCL2,IGKC
14.768674,11.054435,Naive CD20+ B IGKC-,IGHM,IGLC2,CD74,IGLC1,IGHD,HLA-DRA,CD79B,CD79A
-5.0593395,-5.9345446,CD4+ T activated,CRIP1,FOS,ANXA1,IL7R,S100A11,KLF6,SAT1,KLRB1
9.511896,-10.565062,CD8+ T naive,CD8,CD8A,PCED1B-AS1,CD8B,ID2,HBD,JUNB,CD7
5.4386773,-12.364877,CD4+ T naive,JUNB,FOS,TRAC,IL7R,DUSP2,JUN,HBD,CD69
8.98568,-11.34728,CD8+ T naive,CD8B,JUN,CD8,CD8A,JUNB,CARS,LINC02446,FOS
7.934997,-12.1263075,CD8+ T naive,CD8,TRBC1,CD8B,LINC02446,IL7R,KLRK1,PCED1B-AS1,FOS
8.3566675,-10.449282,CD8+ T naive,CD8B,CD8,JUN,JUNB,ID2,GZMM,KLRK1,HBD
-2.2514136,-8.495193,CD4+ T activated,IL7R,ANXA1,MALAT1,CRIP1,TPT1,HBD,JUNB,SAT1
-1.2251788,-13.270574,CD4+ T naive,CD69,AL499604.1,TRBC1,FOS,IL7R,MALAT1,HBA1,TPT1
-12.44828,13.337729,Reticulocyte,MALAT1,HBM,HBD,HBA2,HBB,HBA1,TPT1,AHSP
8.279829,-10.8951645,CD8+ T naive,CD8B,CD8,JUNB,JUN,LINC02446,NEAT1,HBA1,HBD
7.350428,-11.409994,CD8+ T naive,CD8,CD8A,IL7R,JUNB,CD8B,HBA1,TNFAIP3,TRBC1
-15.206097,13.024527,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,AHSP,TPT1,HBM
-15.447902,-7.467903,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,VCAN,FCN1,CTSS,AC020656.1
-4.8650517,7.599243,Normoblast,HBB,HBA2,HBD,TPT1,HBA1,CA1,SLC25A37,HBM
-2.9622989,-8.985687,CD4+ T activated,CRIP1,IL7R,IRF1,FOS,GPR183,ANXA1,TNFAIP3,TPT1
0.3258698,-11.268931,CD4+ T naive,H1FX,CD69,HIST1H4C,BCL11B,NEAT1,TPT1,MALAT1,PRKCQ-AS1
-12.727924,14.297128,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBM,HBA1,TPT1,AHSP
-0.2685755,-15.815281,CD4+ T activated,FOS,DUSP2,HIST1H4C,JUN,MALAT1,TRBC1,CD8B,FOSB
8.171867,-10.825304,CD8+ T naive,CD8B,CD8,MALAT1,NUCB2,FOS,CD7,TRBC1,TPT1
8.380474,-10.405019,CD8+ T naive,CD8,CD8B,LINC02446,JUNB,JUN,IL7R,HBD,CD8A
-14.850117,13.411653,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,TPT1,FOS
7.81546,-8.136684,CD8+ T CD57+ CD45RA+,CD8,HBA1,CD8B,KLRK1,MALAT1,GNLY,LINC02446,CD8A
-12.072796,14.238876,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBM,HBA1,TPT1,AHSP
0.79392385,-14.511681,CD4+ T naive,TRBC1,H1FX,JUN,JUNB,SAT1,MALAT1,CD69,IL7R
-17.543179,-7.094844,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020656.1,VCAN,S100A12,LGALS1
8.657276,-0.2169507,CD8+ T CD57+ CD45RA+,NKG7,GZMH,CCL5,FGFBP2,CCL4,HIST1H4C,CD8B,GZMB
0.9284803,-12.486903,CD4+ T naive,JUNB,TPT1,CD69,H1FX,TNFAIP3,TRAC,SAT1,TMSB10
7.9265203,-11.18847,CD8+ T naive,CD8B,CD8,FOS,CD8A,HBA1,ID2,HIST1H4C,CD69
1.1902575,-12.513346,CD4+ T activated,H1FX,JUN,FOS,MALAT1,NEAT1,HBA2,CD69,TPT1
-13.353498,14.569782,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,HBA1,AHSP,TPT1
14.366943,16.157999,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,IGHD,CD74,IGLC3,CD79B,TCL1A
1.4883454,-14.641637,CD4+ T naive,H1FX,CD69,JUNB,TRBC1,ANXA1,GPR183,HIST1H4C,MALAT1
-0.42339203,-9.044105,CD4+ T activated,IL7R,CRIP1,MALAT1,ANXA1,SAT1,HBD,HBA1,BCL11B
-17.180592,12.303759,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,FOS,CA1,HBD
9.753267,15.369795,Transitional B,IGHM,IGKC,CD79B,IGLC3,HLA-DRA,TCL1A,CD74,CD79A
7.5715714,-10.231711,CD8+ T naive,CD8,CD8B,ID2,LINC02446,H1FX,HBA1,CD8A,TMSB10
14.814878,-1.7905161,NK,GNLY,NKG7,GZMB,PRF1,CD7,CCL3,FCGR3A,CTSW
9.21571,16.095512,Transitional B,IGKC,IGHM,CD79B,HLA-DRA,CD74,TCL1A,CD79A,IGLC1
-17.239052,12.271395,Reticulocyte,MALAT1,HBB,HBA2,HBA1,TPT1,FOS,HBM,HIST1H4C
-16.53349,13.170526,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBM,TPT1,FOS,HBD
16.022686,-0.8326004,NK,NKG7,GNLY,GZMB,CCL4,CLIC3,KLRD1,CCL3,CTSW
16.827526,16.191599,Naive CD20+ B IGKC+,IGKC,IGHM,CD74,CD79A,SAT1,TCL1A,IGHD,CD79B
0.611408,5.6276617,Erythroblast,HBD,HBB,HBA2,AHSP,HBA1,HBM,CA1,HMGB2
9.599844,0.97744346,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMH,GZMB,FGFBP2,TRBC2,CD8A
-12.223807,10.770537,Reticulocyte,MALAT1,HBA2,HBA1,HBB,HBD,TPT1,HBM,FOS
-1.4461007,-12.088586,CD4+ T naive,H1FX,IL7R,JUNB,PIK3IP1,TRBC1,HBA2,IGKC,HBM
9.435656,0.42113763,CD4+ T activated,NKG7,GNLY,CCL5,GZMH,FGFBP2,KLRB1,CST7,LGALS1
-12.965599,13.755766,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,HBM,FOS,TPT1
-11.516319,14.74296,Reticulocyte,MALAT1,HBA2,HBB,HBM,HBD,HBA1,CA1,TPT1
-2.666875,-10.800555,CD4+ T naive,IL7R,TNFAIP3,AL499604.1,GPR183,JUNB,TPT1,NEAT1,PPP2R5C
9.035212,-9.123558,CD8+ T naive,CD8,CD8B,HBA1,NUCB2,CD8A,HBB,PCED1B-AS1,ID2
-17.071548,-4.935749,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,FCN1,AC020656.1,MNDA,VCAN
6.9002523,15.026873,Transitional B,CD79B,TCL1A,IGHM,SOX4,MALAT1,CD79A,VPREB3,CD24
9.2997,1.3747048,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMB,GZMH,CD8B,CST7,TRBC2
-11.068699,14.413826,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,TPT1,HBM,CA1
8.202371,15.886079,Transitional B,IGKC,IGHM,TCL1A,CD79B,HLA-DRA,VPREB3,IGLC1,CD79A
-0.42554447,-9.711334,CD4+ T naive,JUNB,BCL11B,MALAT1,JUN,IL7R,SAT1,TPT1,AL499604.1
16.244595,16.924393,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,TCL1A,HLA-DRB1,HLA-DPB1
-1.6073761,-10.45085,CD4+ T activated,TNFAIP3,KLRB1,MALAT1,IL7R,TPT1,GPR183,CRIP1,ZFP36
11.467846,11.53796,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,IGHD,CD79A,HLA-DRB1,IGLC3,HLA-DPB1
-16.634167,-7.690344,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,MNDA,S100A12,SAT1,VCAN
-15.168315,-7.0780945,CD14+ Mono,S100A9,LYZ,NEAT1,S100A8,AC020656.1,VCAN,CST3,LGALS1
1.6166477,-11.799086,CD4+ T naive,MALAT1,H1FX,ARL4C,IGKC,DUSP2,IL7R,TCF7,GZMM
-1.1197841,-13.1359825,CD4+ T activated,FOS,CD69,IRF1,H1FX,JUN,TNFAIP3,PCED1B-AS1,TPT1
-14.513088,13.02378,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,AHSP,TPT1,HIST1H4C
-14.163912,14.009933,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBM,TPT1,AHSP,HBD
-15.80621,13.327138,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,AHSP,TPT1,FOS
3.1443868,8.06295,Erythroblast,HIST1H4C,HBM,HBD,AHSP,CA1,PRDX2,HBB,HBA2
7.1039124,14.153318,Transitional B,IGHM,CD79B,TCL1A,SOX4,STMN1,VPREB1,YBX3,HLA-DRA
9.477592,-9.850319,CD8+ T naive,CD8,LINC02446,CD8B,CD8A,CITED2,TNFAIP3,JUNB,TRBC2
1.0656672,-12.300934,CD4+ T naive,TRBC1,HIST1H4C,IL7R,JUNB,H1FX,TPT1,TRAC,PCED1B-AS1
6.95177,-11.129434,CD8+ T naive,CD8B,CD8,JUNB,CD8A,ID2,JUN,HIST1H4C,NUCB2
-11.85794,13.235859,Reticulocyte,MALAT1,HBA2,HBB,HBA1,AHSP,HBM,HBD,TPT1
13.007977,12.389233,Naive CD20+ B IGKC-,IGHM,CD74,HLA-DRA,CD79A,CD79B,HLA-DPB1,IGLC3,HLA-DRB1
6.6271377,15.569647,Transitional B,IGHM,TCL1A,IGKC,CD79B,VPREB3,VPREB1,IGLC1,IGLL1
6.0765524,-9.99541,CD8+ T naive,CD8B,CD8,CD8A,HBB,JUN,HBD,HBA1,FOS
-15.006512,-8.541872,CD8+ T naive,NEAT1,SAT1,CTSS,LST1,CST3,IFI30,COTL1,AIF1
-16.60222,-5.6997433,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,NEAT1,VCAN,MNDA,S100A12
9.165461,-10.635012,CD8+ T naive,CD8B,CD8,JUNB,MALAT1,HIST1H4C,CD7,DUSP2,CD8A
14.829485,17.169115,Naive CD20+ B IGKC+,IGKC,HLA-DRA,CD74,IGHM,CD79B,RALGPS2,TCL1A,CD79A
9.549853,0.36435676,CD8+ T CD57+ CD45RA+,NKG7,GNLY,GZMB,CCL5,GZMH,CST7,TRBC2,FGFBP2
-8.713182,14.870042,Reticulocyte,MALAT1,HBA2,HBB,HBM,HBD,HBA1,AHSP,FOS
13.7804165,12.780468,Naive CD20+ B IGKC-,IGHM,IGKC,HLA-DRA,CD74,CD79A,IGLC3,HLA-DRB1,TCL1A
-1.1648537,7.314697,Normoblast,HBD,HBM,HBB,CA1,AHSP,HBA2,PRDX2,HBA1
7.6640882,-13.165122,CD8+ T naive,CD8B,JUN,CD8,DUSP2,FOS,JUNB,LINC02446,MALAT1
9.22903,-0.3351946,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL4,GZMB,GZMH,CCL5,CTSW,PRF1
6.7792377,-9.6936035,CD8+ T naive,CD8,CD8B,LINC02446,KLRK1,JUNB,FOS,HIST1H4C,HBB
-16.52763,12.969951,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,HBM,HBD,AHSP
1.9349294,4.0042996,Erythroblast,HBM,AHSP,CA1,TMSB10,HBA1,HBB,HBA2,CENPF
1.7911732,-12.564375,CD4+ T naive,JUN,JUNB,AL499604.1,TPT1,MALAT1,IL7R,ANXA1,SNHG7
16.118702,16.32589,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,IGHD,CD79B,MS4A1
-11.359011,12.225573,Reticulocyte,MALAT1,HBM,HBD,HBA2,HBB,HBA1,TPT1,AHSP
-10.261784,12.830065,Reticulocyte,MALAT1,HBM,HBA2,HBB,HBD,HBA1,TPT1,AHSP
-0.7558048,-13.561939,CD4+ T naive,FOSB,IL7R,JUN,MALAT1,JUNB,TNFAIP3,HIST1H4C,TCF7
-1.4017713,-8.551655,CD4+ T activated,MALAT1,HBA1,IL7R,TNFAIP3,ZFP36,SAT1,TPT1,H1FX
8.66728,-10.967371,CD8+ T naive,CD8B,CD8,JUN,LINC02446,JUNB,TRBC1,CD8A,MALAT1
-4.988923,-4.904459,CD4+ T activated,KLRB1,IL7R,ANXA1,CD2,TPT1,ZFP36,CCL5,TRBC2
-4.591301,10.207093,Normoblast,MALAT1,HBM,HBB,HBA2,HBD,HBA1,TPT1,AHSP
14.34269,-4.029171,NK,GNLY,NKG7,ID2,SAT1,CTSW,GZMA,CST7,CMC1
15.916927,-1.4610887,NK,GNLY,GZMB,CCL4,NKG7,GZMA,KLRD1,PRF1,CTSW
4.00173,8.967828,Erythroblast,HIST1H4C,HBD,HBM,PRDX2,AHSP,CA1,HBB,TUBB
-0.62349486,-12.943281,CD4+ T naive,JUN,JUNB,TPT1,IRF1,HIST1H4C,HBA1,PIK3IP1,IL7R
3.2127676,-6.67325,CD4+ T naive,FOS,TPT1,HBA1,HBA2,HBD,MALAT1,MAL,TRBC1
3.8423657,7.3698487,Erythroblast,HIST1H4C,HBD,HBM,PRDX2,AHSP,CA1,HIST1H1B,HBB
0.5639236,-11.742028,CD4+ T naive,JUNB,TNFAIP3,H1FX,JUN,TPT1,TRBC1,IL7R,HBD
15.905098,16.763233,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,IGHD,CD74,HLA-DPA1,HLA-DRB1
7.9886236,-9.862587,CD8+ T naive,CD8B,CD8A,CD8,JUN,HBA1,HBB,CARS,JUNB
-6.461754,12.211403,Reticulocyte,MALAT1,HBB,HBA2,HBM,HBA1,HBD,CA1,TPT1
-5.593416,5.7381296,Normoblast,HBB,HBA2,HBA1,HBD,TPT1,SLC25A37,HBM,JUNB
7.3688984,-9.699707,CD8+ T naive,CD8B,CD8,KLRK1,JUN,LINC02446,IL7R,NUCB2,ARL4C
11.050966,0.05343008,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,PRF1,GZMB,GZMH,CST7,KLRK1
14.529839,-4.4029117,NK,NKG7,CCL4,TYROBP,IL2RB,KLRD1,CCL3,GZMK,FCER1G
-2.7278793,-12.319938,CD4+ T naive,FOS,TRBC1,JUNB,IL7R,PCED1B-AS1,TRBC2,H1FX,PRKCQ-AS1
-1.7625303,-13.026255,CD4+ T naive,IL7R,TRBC1,TNFAIP3,TRBC2,TPT1,JUN,HIST1H4C,GPR183
7.3312078,15.954882,Transitional B,IGHM,IGKC,TCL1A,CD79B,IGLC1,CD24,HLA-DRA,YBX3
9.392046,-9.498998,CD8+ T naive,CD8,CD8A,CD8B,JUN,KLRK1,HBD,IL7R,HBA1
8.400154,-8.4251795,CD8+ T naive,CD8B,CD8,CD8A,IL7R,HBA1,JUN,KLRK1,FOS
15.1692,17.39252,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,HLA-DRB1,CD79B,HLA-DPB1
0.7291273,-13.230282,CD4+ T activated,JUNB,FOS,H1FX,TPT1,CD69,CRYBG1,TRBC1,BCL11B
1.3849449,8.00247,Erythroblast,HBD,HBM,HBB,AHSP,CA1,PRDX2,HBA1,HBA2
-13.261648,10.843725,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,HBM,FOS
13.374985,16.926594,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,CD79B,HLA-DRB1,MS4A1
9.825546,1.0493844,CD8+ T CD57+ CD45RA+,GNLY,NKG7,GZMB,CCL5,FGFBP2,GZMH,PRF1,KLRK1
-12.548944,12.438629,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,AHSP,FOS
7.393005,-9.794845,CD8+ T naive,CD8B,CD8,HIST1H4C,JUN,FOS,IL7R,CD7,CD8A
-4.3743696,6.7337694,Normoblast,HBB,HBM,HBA2,HBD,TPT1,HBA1,SLC25A37,PRDX2
-5.508365,-7.415953,CD4+ T activated,IL7R,CRIP1,ANXA1,GPR183,MALAT1,S100A11,TRBC1,TNFAIP3
10.0596285,1.0898366,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMH,GZMB,CST7,CTSW,ID2
3.4487834,8.508054,Erythroblast,HIST1H4C,HBM,AHSP,HBD,CA1,PRDX2,HBB,TUBA1B
7.7409973,-11.782514,CD8+ T naive,CD8,JUNB,FOS,LINC02446,CD8B,IL7R,CD7,H1FX
1.049978,-12.732353,CD4+ T naive,H1FX,JUN,MALAT1,BCL11B,AL499604.1,IL7R,TNFAIP3,CD69
-2.1816177,7.3886347,Normoblast,HBD,HBM,HBB,HBA2,HBA1,AHSP,CA1,SLC25A37
-2.400082,-14.334792,CD4+ T naive,TRBC1,IL7R,AL499604.1,HIST1H4C,JUNB,TPT1,TNFAIP3,FOS
15.747149,0.13760218,NK,GNLY,NKG7,GZMB,CCL4,KLRD1,CCL3,FGFBP2,CLIC3
-15.494903,13.324997,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,TPT1,AHSP,HBM
-14.341124,14.143537,Reticulocyte,MALAT1,HBM,HBA2,HBD,HBB,HBA1,TPT1,FOS
-12.591407,13.605673,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBM,AHSP,HBA1,TPT1
8.2589855,-1.4278605,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,IL7R,CD8B,CD8,GZMB,KLRK1
-17.235394,11.723467,Reticulocyte,MALAT1,HBA2,HBA1,HBB,TPT1,FOS,HBD,HIST1H4C
9.342119,-10.374973,CD8+ T naive,CD8B,CD8,LINC02446,JUNB,HBA1,JUN,ID2,TRAC
3.745973,8.64162,Erythroblast,HBM,HBD,HIST1H4C,CA1,PRDX2,AHSP,HBB,HMGB2
1.9725411,-12.299569,CD4+ T activated,TNFAIP3,TRBC1,JUNB,AL499604.1,MALAT1,JUN,TPT1,RGS1
-3.5310314,-8.286381,CD4+ T activated,IL7R,S100A11,ANXA1,MALAT1,TPT1,HBA1,KLF6,LGALS1
-17.449741,11.468344,Reticulocyte,MALAT1,HBA2,HBA1,HBB,TPT1,FOS,HIST1H4C,CD69
9.145096,-11.441536,CD8+ T naive,CD8B,CD8,FOS,JUN,CD8A,LINC02446,CD7,JUNB
-18.14469,-8.935652,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020916.1,NAMPT,EGR1,MNDA
-11.611881,13.934762,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,AHSP,TPT1
-8.188757,12.091597,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBM,HBA1,AHSP,TPT1
-17.227694,12.239758,Reticulocyte,MALAT1,HBA2,HBA1,HBB,HBM,TPT1,FOS,HIST1H4C
-2.8142157,-14.756758,CD4+ T naive,JUNB,H1FX,IRF1,DDIT4,MALAT1,CRIP1,TRBC2,TRBC1
-3.2509274,-8.25441,CD4+ T activated,FOS,SAT1,CRIP1,TRBC1,S100A11,NEAT1,IL7R,MALAT1
8.3995905,-10.514161,CD8+ T naive,CD8,CD8A,CD8B,HBD,IL7R,HBA1,TRAC,TMSB10
15.947525,-1.3533379,NK,GNLY,NKG7,CCL4,GZMB,CTSW,GZMH,FGFBP2,SAT1
9.80796,-10.628646,CD8+ T naive,CD8B,LINC02446,CD8,JUNB,JUN,HBD,PCED1B-AS1,GZMM
-1.5627158,10.72867,Erythroblast,MALAT1,HBB,HBM,HBA2,HBA1,HBD,CA1,AHSP
8.631338,-9.496731,CD8+ T naive,CD8,LINC02446,CD8B,JUNB,CD8A,FOS,CD7,CD69
7.657072,-8.835829,CD8+ T naive,CD8B,CD8,HIST1H4C,HIST1H1D,HBA1,PCED1B-AS1,HBD,AIF1
9.52784,-0.48472103,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL4,CCL5,GZMB,GZMH,CRIP1,KLRD1
14.457581,11.718995,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,TCL1A,CD79A,MS4A1,HLA-DPB1,HLA-DRB1
-0.5302649,7.282883,Normoblast,HBD,HBM,HBB,CA1,HBA2,AHSP,HBA1,PRDX2
15.780533,0.30733275,NK,GNLY,NKG7,CCL4,GZMB,KLRD1,FGFBP2,CLIC3,PRF1
-3.0626469,7.648985,Normoblast,HBM,HBB,HBD,HBA2,CA1,HBA1,AHSP,SLC25A37
15.846607,-0.26805475,NK,GNLY,NKG7,GZMB,CCL4,KLRD1,CTSW,FGFBP2,CLIC3
-16.758804,-5.1126,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,AC020656.1,FCN1,VCAN,LGALS1
7.0158343,13.819353,Transitional B,CD79B,IGHM,TCL1A,HLA-DRA,IGLC1,IGLC3,YBX3,BCL7A
3.9729114,8.682356,Erythroblast,HBD,HBM,HIST1H4C,AHSP,PRDX2,CA1,HBB,HMGB2
-14.216125,12.4921875,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,AHSP,HBM
-12.771088,12.836231,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,HBM,AHSP,TPT1
10.333624,0.6291597,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,CD8B,FGFBP2,GZMH,CD8
3.8925757,8.316543,Erythroblast,HBM,HBD,HIST1H4C,PRDX2,AHSP,HBB,CA1,HBA2
9.019652,-10.739592,CD8+ T naive,CD8,CD8A,JUN,MALAT1,JUNB,LINC02446,CD7,CD8B
1.4903257,-12.466673,CD4+ T activated,MALAT1,AL627171.2,TNFAIP3,TPT1,HBA1,HIST1H4C,TRBC1,JUN
8.164886,-9.824663,CD8+ T naive,CD8B,CD8,JUN,FOSB,JUNB,HLA-DRA,HBA2,CD8A
-5.5859337,-5.681369,CD4+ T activated,IL7R,GNLY,KLRB1,TPT1,ANXA1,ZFP36,IRF1,FOS
-2.8499243,-12.66695,CD4+ T naive,MALAT1,IL7R,JUNB,TRBC1,TNFAIP3,FOS,PRKCQ-AS1,H1FX
14.603809,12.453721,Naive CD20+ B IGKC-,IGHM,CD74,HLA-DRA,IGLC1,TCL1A,IGHD,CD79A,CD79B
-11.291651,11.392845,Reticulocyte,MALAT1,HBM,HBA1,HBA2,HBB,HBD,TPT1,AHSP
0.9837682,-11.332923,CD4+ T naive,TNFAIP3,JUN,MALAT1,IL7R,CD74,BCL11B,JUNB,FYB1
-0.28677914,-12.118482,CD4+ T naive,AL499604.1,HIST1H4C,ARL4C,TNFAIP3,TRAC,JUN,LIME1,TPT1
-19.29177,-8.557584,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020916.1,FOS,S100A12,ANXA1
-17.762291,-6.104211,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,S100A12,LGALS1,AC020656.1,MNDA
8.09194,-12.347948,CD8+ T naive,CD8B,CD8,JUN,KLRK1,FOS,JUNB,IL7R,ARL4C
-17.133793,12.391273,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,FOS,HBD,HBM
-10.32453,13.374567,Reticulocyte,MALAT1,HBM,HBA2,HBD,HBB,HBA1,TPT1,AHSP
-16.333393,-8.459812,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,SAT1,VCAN,FOS,FCN1
10.204359,0.5770831,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,GZMH,HBA1,PRF1,CST7
10.356155,0.4540315,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,GZMH,CST7,GZMA,FCGR3A
-0.49850795,-13.186447,CD4+ T naive,TNFAIP3,TRAC,AL499604.1,H1FX,TMSB10,CD7,TPT1,CD3G
-11.581865,12.826286,Reticulocyte,MALAT1,HBM,HBA2,HBB,HBA1,HBD,TPT1,AHSP
15.857458,0.18601036,NK,GNLY,NKG7,PRF1,CCL4,GZMB,CTSW,KLRD1,FGFBP2
-10.827038,13.813685,Reticulocyte,MALAT1,HBM,HBA2,HBB,CA1,HBA1,HBD,AHSP
-3.1543622,-12.5781765,CD4+ T naive,PCED1B-AS1,ARL4C,JUNB,IL7R,CD69,TRBC1,BCL2,MAL
14.907423,16.439991,Naive CD20+ B IGKC+,IGKC,HLA-DRA,IGHM,CD79A,TCL1A,CD74,IGHD,CD79B
15.263653,-2.2482297,NK,GNLY,NKG7,CCL4,SAT1,KLRD1,PRF1,IL7R,CCL5
-14.334587,14.145887,Reticulocyte,MALAT1,HBM,HBA2,HBD,HBB,HBA1,TPT1,CA1
13.928015,16.549412,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,IGHD,CD74,CD79B,HLA-DQA1
-4.3847184,-9.912688,CD4+ T activated,IL7R,H1FX,ANXA1,TRBC2,AL499604.1,MALAT1,ARL4C,TPT1
