gene,mean_contribution,sem_contribution,cell_type
ARFGEF2,0.0,0.0,Naive CD20+ B IGKC+
CSE1L,0.0,0.0,Naive CD20+ B IGKC+
STAU1,0.0,0.0,Naive CD20+ B IGKC+
DDX27,0.0,0.0,Naive CD20+ B IGKC+
ZNFX1,0.0,0.0,Naive CD20+ B IGKC+
ZFAS1,0.0,0.0,Naive CD20+ B IGKC+
B4GALT5,0.0,0.0,Naive CD20+ B IGKC+
SLC9A8,0.0,0.0,Naive CD20+ B IGKC+
SPATA2,0.0,0.0,Naive CD20+ B IGKC+
RNF114,0.0,0.0,Naive CD20+ B IGKC+
SNAI1,0.0,0.0,Naive CD20+ B IGKC+
UBE2V1,0.0,0.0,Naive CD20+ B IGKC+
TMEM189,0.0,0.0,Naive CD20+ B IGKC+
CEBPB-AS1,0.0,0.0,Naive CD20+ B IGKC+
CEBPB,0.0004394,0.0,Naive CD20+ B IGKC+
SMIM25,2.72e-05,0.0,Naive CD20+ B IGKC+
PTPN1,0.0,0.0,Naive CD20+ B IGKC+
RIPOR3,2.15e-06,0.0,Naive CD20+ B IGKC+
PARD6B,0.0,0.0,Naive CD20+ B IGKC+
BCAS4,0.0002365,0.0,Naive CD20+ B IGKC+
ADNP,0.0,0.0,Naive CD20+ B IGKC+
ADNP-AS1,0.0,0.0,Naive CD20+ B IGKC+
DPM1,0.0,0.0,Naive CD20+ B IGKC+
MOCS3,0.0,0.0,Naive CD20+ B IGKC+
NFATC2,6.88e-05,0.0,Naive CD20+ B IGKC+
ZFP64,0.0,0.0,Naive CD20+ B IGKC+
TSHZ2,0.0001903,0.0,Naive CD20+ B IGKC+
ZNF217,0.0,0.0,Naive CD20+ B IGKC+
PFDN4,0.0,0.0,Naive CD20+ B IGKC+
FAM210B,0.0,0.0,Naive CD20+ B IGKC+
AURKA,0.0,0.0,Naive CD20+ B IGKC+
CSTF1,0.0,0.0,Naive CD20+ B IGKC+
CASS4,0.0,0.0,Naive CD20+ B IGKC+
RTF2,0.0,0.0,Naive CD20+ B IGKC+
RAE1,0.0,0.0,Naive CD20+ B IGKC+
AL109955.1,3.1e-06,0.0,Naive CD20+ B IGKC+
RBM38,0.0,0.0,Naive CD20+ B IGKC+
ZBP1,0.0,0.0,Naive CD20+ B IGKC+
PMEPA1,0.0002592,0.0,Naive CD20+ B IGKC+
RAB22A,0.0,0.0,Naive CD20+ B IGKC+
VAPB,0.0,0.0,Naive CD20+ B IGKC+
STX16,0.0,0.0,Naive CD20+ B IGKC+
NPEPL1,0.0,0.0,Naive CD20+ B IGKC+
GNAS,0.0,0.0,Naive CD20+ B IGKC+
AL109840.2,4e-07,0.0,Naive CD20+ B IGKC+
NELFCD,0.0,0.0,Naive CD20+ B IGKC+
CTSZ,0.000881,8.63e-05,Naive CD20+ B IGKC+
TUBB1,0.0,0.0,Naive CD20+ B IGKC+
ATP5F1E,0.0,0.0,Naive CD20+ B IGKC+
PRELID3B,0.0,0.0,Naive CD20+ B IGKC+
ZNF831,7.07e-05,0.0,Naive CD20+ B IGKC+
SYCP2,3.6e-07,0.0,Naive CD20+ B IGKC+
FAM217B,8.136e-05,0.0,Naive CD20+ B IGKC+
PPP1R3D,0.0,0.0,Naive CD20+ B IGKC+
CDH26,0.0,0.0,Naive CD20+ B IGKC+
C20orf197,0.0,0.0,Naive CD20+ B IGKC+
MIR646HG,0.0,0.0,Naive CD20+ B IGKC+
TAF4,0.0,0.0,Naive CD20+ B IGKC+
AL137077.2,2e-07,0.0,Naive CD20+ B IGKC+
LSM14B,0.0,0.0,Naive CD20+ B IGKC+
PSMA7,0.0,0.0,Naive CD20+ B IGKC+
SS18L1,0.0,0.0,Naive CD20+ B IGKC+
MTG2,0.0,0.0,Naive CD20+ B IGKC+
OSBPL2,0.0,0.0,Naive CD20+ B IGKC+
ADRM1,0.0,0.0,Naive CD20+ B IGKC+
LAMA5,0.0,0.0,Naive CD20+ B IGKC+
AL121832.2,0.0,0.0,Naive CD20+ B IGKC+
CABLES2,0.0,0.0,Naive CD20+ B IGKC+
AL357033.4,0.0,0.0,Naive CD20+ B IGKC+
MRGBP,0.0,0.0,Naive CD20+ B IGKC+
OGFR,0.0,0.0,Naive CD20+ B IGKC+
COL9A3,0.0,0.0,Naive CD20+ B IGKC+
TCFL5,0.0,0.0,Naive CD20+ B IGKC+
DIDO1,0.0,0.0,Naive CD20+ B IGKC+
AL117379.1,0.0,0.0,Naive CD20+ B IGKC+
GID8,0.0,0.0,Naive CD20+ B IGKC+
SLC17A9,0.0,0.0,Naive CD20+ B IGKC+
HAR1B,0.0,0.0,Naive CD20+ B IGKC+
HAR1A,0.0,0.0,Naive CD20+ B IGKC+
YTHDF1,0.0,0.0,Naive CD20+ B IGKC+
ARFGAP1,0.0,0.0,Naive CD20+ B IGKC+
PPDPF,0.0,0.0,Naive CD20+ B IGKC+
PTK6,0.0,0.0,Naive CD20+ B IGKC+
HELZ2,0.0,0.0,Naive CD20+ B IGKC+
GMEB2,0.0,0.0,Naive CD20+ B IGKC+
MHENCR,0.0,0.0,Naive CD20+ B IGKC+
STMN3,0.0,0.0,Naive CD20+ B IGKC+
RTEL1,0.0,0.0,Naive CD20+ B IGKC+
TNFRSF6B,0.0,0.0,Naive CD20+ B IGKC+
ARFRP1,0.0,0.0,Naive CD20+ B IGKC+
ZGPAT,0.0,0.0,Naive CD20+ B IGKC+
LIME1,0.001621,8.63e-05,Naive CD20+ B IGKC+
SLC2A4RG,0.0,0.0,Naive CD20+ B IGKC+
ZBTB46,0.0,0.0,Naive CD20+ B IGKC+
AL121845.1,0.0,0.0,Naive CD20+ B IGKC+
AL118506.1,0.0,0.0,Naive CD20+ B IGKC+
TPD52L2,0.0,0.0,Naive CD20+ B IGKC+
DNAJC5,0.0,0.0,Naive CD20+ B IGKC+
UCKL1,0.0,0.0,Naive CD20+ B IGKC+
UCKL1-AS1,0.0,0.0,Naive CD20+ B IGKC+
ZNF512B,0.0,0.0,Naive CD20+ B IGKC+
SAMD10,0.0,0.0,Naive CD20+ B IGKC+
PRPF6,0.0,0.0,Naive CD20+ B IGKC+
TCEA2,0.0,0.0,Naive CD20+ B IGKC+
RGS19,0.0,0.0,Naive CD20+ B IGKC+
OPRL1,0.0,0.0,Naive CD20+ B IGKC+
LKAAEAR1,0.0,0.0,Naive CD20+ B IGKC+
MYT1,0.0,0.0,Naive CD20+ B IGKC+
PCMTD2,0.0,0.0,Naive CD20+ B IGKC+
GATD3B,0.0,0.0,Naive CD20+ B IGKC+
FP565260.1,0.0,0.0,Naive CD20+ B IGKC+
FP565260.6,0.0,0.0,Naive CD20+ B IGKC+
SIK1B,0.0,0.0,Naive CD20+ B IGKC+
CU638689.4,0.0,0.0,Naive CD20+ B IGKC+
HSPA13,0.0,0.0,Naive CD20+ B IGKC+
SAMSN1,0.0001345,0.0,Naive CD20+ B IGKC+
LINC02246,0.0,0.0,Naive CD20+ B IGKC+
NRIP1,0.000189,0.0,Naive CD20+ B IGKC+
AF127577.1,0.0,0.0,Naive CD20+ B IGKC+
AJ009632.2,2.4e-07,0.0,Naive CD20+ B IGKC+
USP25,0.0,0.0,Naive CD20+ B IGKC+
MIR99AHG,0.0,0.0,Naive CD20+ B IGKC+
BTG3,0.0,0.0,Naive CD20+ B IGKC+
BTG3-AS1,0.0,0.0,Naive CD20+ B IGKC+
C21orf91,0.0,0.0,Naive CD20+ B IGKC+
LINC02573,0.0,0.0,Naive CD20+ B IGKC+
LINC01684,0.0,0.0,Naive CD20+ B IGKC+
MIR155HG,0.0,0.0,Naive CD20+ B IGKC+
MRPL39,0.0,0.0,Naive CD20+ B IGKC+
JAM2,0.0,0.0,Naive CD20+ B IGKC+
ATP5PF,0.0,0.0,Naive CD20+ B IGKC+
GABPA,0.0,0.0,Naive CD20+ B IGKC+
APP,0.0001471,0.0,Naive CD20+ B IGKC+
ADAMTS5,0.0,0.0,Naive CD20+ B IGKC+
N6AMT1,0.0,0.0,Naive CD20+ B IGKC+
LTN1,0.0,0.0,Naive CD20+ B IGKC+
RWDD2B,0.0,0.0,Naive CD20+ B IGKC+
AF129075.2,0.0,0.0,Naive CD20+ B IGKC+
USP16,0.0,0.0,Naive CD20+ B IGKC+
CCT8,0.0,0.0,Naive CD20+ B IGKC+
MAP3K7CL,0.0,0.0,Naive CD20+ B IGKC+
BACH1,0.0,0.0,Naive CD20+ B IGKC+
AP000240.1,0.0,0.0,Naive CD20+ B IGKC+
TIAM1,0.0,0.0,Naive CD20+ B IGKC+
SOD1,0.0,0.0,Naive CD20+ B IGKC+
AP000254.2,0.0,0.0,Naive CD20+ B IGKC+
SCAF4,0.0,0.0,Naive CD20+ B IGKC+
MIS18A,0.0,0.0,Naive CD20+ B IGKC+
URB1,0.0,0.0,Naive CD20+ B IGKC+
URB1-AS1,0.0,0.0,Naive CD20+ B IGKC+
EVA1C,0.0,0.0,Naive CD20+ B IGKC+
CFAP298,0.0,0.0,Naive CD20+ B IGKC+
SYNJ1,0.0,0.0,Naive CD20+ B IGKC+
PAXBP1-AS1,0.0,0.0,Naive CD20+ B IGKC+
PAXBP1,0.0,0.0,Naive CD20+ B IGKC+
C21orf62-AS1,0.0,0.0,Naive CD20+ B IGKC+
C21orf62,0.0,0.0,Naive CD20+ B IGKC+
OLIG1,0.0,0.0,Naive CD20+ B IGKC+
IFNAR2,0.0,0.0,Naive CD20+ B IGKC+
IL10RB-DT,0.0,0.0,Naive CD20+ B IGKC+
IL10RB,0.0,0.0,Naive CD20+ B IGKC+
IFNAR1,0.0,0.0,Naive CD20+ B IGKC+
IFNGR2,0.0003097,0.0,Naive CD20+ B IGKC+
TMEM50B,0.0,0.0,Naive CD20+ B IGKC+
DNAJC28,0.0,0.0,Naive CD20+ B IGKC+
GART,0.0,0.0,Naive CD20+ B IGKC+
SON,0.0,0.0,Naive CD20+ B IGKC+
DONSON,0.0,0.0,Naive CD20+ B IGKC+
CRYZL1,0.0,0.0,Naive CD20+ B IGKC+
ITSN1,0.0,0.0,Naive CD20+ B IGKC+
ATP5PO,0.0,0.0,Naive CD20+ B IGKC+
LINC00649,4.39e-05,0.0,Naive CD20+ B IGKC+
MRPS6,0.0,0.0,Naive CD20+ B IGKC+
SLC5A3,0.0,0.0,Naive CD20+ B IGKC+
SMIM11A,0.0,0.0,Naive CD20+ B IGKC+
KCNE1,0.0,0.0,Naive CD20+ B IGKC+
RCAN1,0.0,0.0,Naive CD20+ B IGKC+
RUNX1,0.0,0.0,Naive CD20+ B IGKC+
SETD4,0.0,0.0,Naive CD20+ B IGKC+
CBR1,0.0,0.0,Naive CD20+ B IGKC+
CBR3-AS1,0.0,0.0,Naive CD20+ B IGKC+
CBR3,0.0,0.0,Naive CD20+ B IGKC+
DOP1B,0.0,0.0,Naive CD20+ B IGKC+
AP000692.2,1.1e-06,0.0,Naive CD20+ B IGKC+
MORC3,0.0,0.0,Naive CD20+ B IGKC+
AP000692.1,0.0,0.0,Naive CD20+ B IGKC+
CHAF1B,0.0,0.0,Naive CD20+ B IGKC+
HLCS,1.6e-06,0.0,Naive CD20+ B IGKC+
AP000704.1,0.0,0.0,Naive CD20+ B IGKC+
PIGP,0.0,0.0,Naive CD20+ B IGKC+
TTC3,0.0,0.0,Naive CD20+ B IGKC+
VPS26C,0.0,0.0,Naive CD20+ B IGKC+
AP001437.1,4e-07,0.0,Naive CD20+ B IGKC+
DYRK1A,0.0,0.0,Naive CD20+ B IGKC+
ERG,0.0,0.0,Naive CD20+ B IGKC+
ETS2,0.0,0.0,Naive CD20+ B IGKC+
PSMG1,0.0,0.0,Naive CD20+ B IGKC+
BRWD1,0.0,0.0,Naive CD20+ B IGKC+
HMGN1,0.0,0.0,Naive CD20+ B IGKC+
GET1,0.0,0.0,Naive CD20+ B IGKC+
SH3BGR,0.0,0.0,Naive CD20+ B IGKC+
BACE2,6.59e-05,0.0,Naive CD20+ B IGKC+
MX2,0.0001347,0.0,Naive CD20+ B IGKC+
MX1,0.0001825,0.0,Naive CD20+ B IGKC+
PRDM15,0.0,0.0,Naive CD20+ B IGKC+
C2CD2,0.0,0.0,Naive CD20+ B IGKC+
ZBTB21,0.0,0.0,Naive CD20+ B IGKC+
ABCG1,0.0,0.0,Naive CD20+ B IGKC+
UBASH3A,0.0,0.0,Naive CD20+ B IGKC+
SLC37A1,0.0,0.0,Naive CD20+ B IGKC+
WDR4,0.0,0.0,Naive CD20+ B IGKC+
NDUFV3,0.0,0.0,Naive CD20+ B IGKC+
PKNOX1,0.0,0.0,Naive CD20+ B IGKC+
U2AF1,0.0,0.0,Naive CD20+ B IGKC+
RRP1B,0.0,0.0,Naive CD20+ B IGKC+
PDXK,0.0,0.0,Naive CD20+ B IGKC+
CSTB,0.0,0.0,Naive CD20+ B IGKC+
RRP1,0.0,0.0,Naive CD20+ B IGKC+
AATBC,0.0,0.0,Naive CD20+ B IGKC+
AGPAT3,0.0,0.0,Naive CD20+ B IGKC+
TRAPPC10,0.0,0.0,Naive CD20+ B IGKC+
GATD3A,0.0,0.0,Naive CD20+ B IGKC+
LINC01678,0.0,0.0,Naive CD20+ B IGKC+
ICOSLG,0.0001082,0.0,Naive CD20+ B IGKC+
AP001059.3,0.0,0.0,Naive CD20+ B IGKC+
AP001059.2,2.915e-05,0.0,Naive CD20+ B IGKC+
PFKL,0.0,0.0,Naive CD20+ B IGKC+
CFAP410,0.0,0.0,Naive CD20+ B IGKC+
AP001062.1,5e-07,0.0,Naive CD20+ B IGKC+
TRPM2,0.0,0.0,Naive CD20+ B IGKC+
UBE2G2,0.0,0.0,Naive CD20+ B IGKC+
SUMO3,0.0,0.0,Naive CD20+ B IGKC+
PTTG1IP,0.0,0.0,Naive CD20+ B IGKC+
ITGB2,0.0,0.0,Naive CD20+ B IGKC+
ITGB2-AS1,5.72e-05,0.0,Naive CD20+ B IGKC+
AL844908.1,0.0,0.0,Naive CD20+ B IGKC+
FAM207A,0.0,0.0,Naive CD20+ B IGKC+
AP001505.1,0.0,0.0,Naive CD20+ B IGKC+
ADARB1,0.0001621,0.0,Naive CD20+ B IGKC+
POFUT2,0.0,0.0,Naive CD20+ B IGKC+
LINC00205,0.0,0.0,Naive CD20+ B IGKC+
COL18A1,0.0,0.0,Naive CD20+ B IGKC+
SLC19A1,0.0,0.0,Naive CD20+ B IGKC+
COL6A2,4.9e-06,0.0,Naive CD20+ B IGKC+
SPATC1L,0.0,0.0,Naive CD20+ B IGKC+
LSS,0.0,0.0,Naive CD20+ B IGKC+
MCM3AP-AS1,0.0,0.0,Naive CD20+ B IGKC+
MCM3AP,0.0,0.0,Naive CD20+ B IGKC+
AP001469.3,0.0,0.0,Naive CD20+ B IGKC+
YBEY,0.0,0.0,Naive CD20+ B IGKC+
C21orf58,0.0,0.0,Naive CD20+ B IGKC+
PCNT,0.0,0.0,Naive CD20+ B IGKC+
DIP2A,0.0001549,0.0,Naive CD20+ B IGKC+
S100B,1.88e-05,0.0,Naive CD20+ B IGKC+
PRMT2,0.0,0.0,Naive CD20+ B IGKC+
AP000547.3,0.0,0.0,Naive CD20+ B IGKC+
IL17RA,0.0002635,0.0,Naive CD20+ B IGKC+
TMEM121B,0.0,0.0,Naive CD20+ B IGKC+
HDHD5,0.0,0.0,Naive CD20+ B IGKC+
ADA2,0.0001416,0.0,Naive CD20+ B IGKC+
CECR2,9.5e-07,0.0,Naive CD20+ B IGKC+
ATP6V1E1,0.0,0.0,Naive CD20+ B IGKC+
BCL2L13,0.0,0.0,Naive CD20+ B IGKC+
BID,0.0,0.0,Naive CD20+ B IGKC+
LINC00528,0.0,0.0,Naive CD20+ B IGKC+
MICAL3,0.0003133,0.0,Naive CD20+ B IGKC+
AC016027.1,0.0,0.0,Naive CD20+ B IGKC+
PEX26,0.0,0.0,Naive CD20+ B IGKC+
AC008079.1,0.0,0.0,Naive CD20+ B IGKC+
USP18,0.0,0.0,Naive CD20+ B IGKC+
TMEM191B,0.0,0.0,Naive CD20+ B IGKC+
DGCR6,0.0,0.0,Naive CD20+ B IGKC+
DGCR2,0.0,0.0,Naive CD20+ B IGKC+
DGCR11,0.0,0.0,Naive CD20+ B IGKC+
ESS2,0.0,0.0,Naive CD20+ B IGKC+
LINC01311,0.0,0.0,Naive CD20+ B IGKC+
SLC25A1,0.0,0.0,Naive CD20+ B IGKC+
HIRA,0.0,0.0,Naive CD20+ B IGKC+
C22orf39,0.0,0.0,Naive CD20+ B IGKC+
MRPL40,0.0,0.0,Naive CD20+ B IGKC+
UFD1,0.0,0.0,Naive CD20+ B IGKC+
CDC45,0.0,0.0,Naive CD20+ B IGKC+
GP1BB,0.0,0.0,Naive CD20+ B IGKC+
GNB1L,0.0,0.0,Naive CD20+ B IGKC+
RTL10,0.0,0.0,Naive CD20+ B IGKC+
TXNRD2,0.0,0.0,Naive CD20+ B IGKC+
COMT,0.0,0.0,Naive CD20+ B IGKC+
ARVCF,0.0,0.0,Naive CD20+ B IGKC+
TANGO2,0.0,0.0,Naive CD20+ B IGKC+
AC006547.1,0.0,0.0,Naive CD20+ B IGKC+
AC006547.3,0.0,0.0,Naive CD20+ B IGKC+
DGCR8,0.0,0.0,Naive CD20+ B IGKC+
TRMT2A,0.0,0.0,Naive CD20+ B IGKC+
RANBP1,0.0,0.0,Naive CD20+ B IGKC+
ZDHHC8,0.0,0.0,Naive CD20+ B IGKC+
RTN4R,0.0,0.0,Naive CD20+ B IGKC+
DGCR6L,0.0,0.0,Naive CD20+ B IGKC+
ZNF74,0.0,0.0,Naive CD20+ B IGKC+
KLHL22,0.0,0.0,Naive CD20+ B IGKC+
MED15,0.0,0.0,Naive CD20+ B IGKC+
PI4KA,0.0,0.0,Naive CD20+ B IGKC+
SNAP29,0.0,0.0,Naive CD20+ B IGKC+
CRKL,0.0,0.0,Naive CD20+ B IGKC+
LINC01637,0.0,0.0,Naive CD20+ B IGKC+
AIFM3,0.0,0.0,Naive CD20+ B IGKC+
AC002470.1,0.0,0.0,Naive CD20+ B IGKC+
LZTR1,0.0,0.0,Naive CD20+ B IGKC+
THAP7,0.0,0.0,Naive CD20+ B IGKC+
THAP7-AS1,0.0,0.0,Naive CD20+ B IGKC+
HIC2,0.0,0.0,Naive CD20+ B IGKC+
TMEM191C,0.0,0.0,Naive CD20+ B IGKC+
UBE2L3,0.0,0.0,Naive CD20+ B IGKC+
YDJC,0.0,0.0,Naive CD20+ B IGKC+
SDF2L1,0.0002468,0.0,Naive CD20+ B IGKC+
PPIL2,0.0,0.0,Naive CD20+ B IGKC+
YPEL1,6.425e-05,0.0,Naive CD20+ B IGKC+
MAPK1,0.0,0.0,Naive CD20+ B IGKC+
PPM1F,0.0,0.0,Naive CD20+ B IGKC+
AC245452.1,0.0,0.0,Naive CD20+ B IGKC+
TOP3B,0.0,0.0,Naive CD20+ B IGKC+
VPREB1,0.0001429,0.0,Naive CD20+ B IGKC+
AC245060.6,0.0,0.0,Naive CD20+ B IGKC+
AC245060.5,0.000155,0.0,Naive CD20+ B IGKC+
ZNF280B,2.56e-06,0.0,Naive CD20+ B IGKC+
IGLC1,0.003174,0.0002441,Naive CD20+ B IGKC+
IGLC2,0.007473,0.0006957,Naive CD20+ B IGKC+
IGLC3,0.004356,0.000423,Naive CD20+ B IGKC+
IGLC5,3.546e-05,0.0,Naive CD20+ B IGKC+
BCR,0.0,0.0,Naive CD20+ B IGKC+
IGLL1,0.0001476,0.0,Naive CD20+ B IGKC+
AP000345.2,0.0,0.0,Naive CD20+ B IGKC+
RGL4,0.0,0.0,Naive CD20+ B IGKC+
ZNF70,0.0,0.0,Naive CD20+ B IGKC+
VPREB3,0.005608,0.000386,Naive CD20+ B IGKC+
CHCHD10,0.0,0.0,Naive CD20+ B IGKC+
MMP11,0.0,0.0,Naive CD20+ B IGKC+
SMARCB1,0.0,0.0,Naive CD20+ B IGKC+
DERL3,0.00010794,0.0,Naive CD20+ B IGKC+
SLC2A11,0.0,0.0,Naive CD20+ B IGKC+
MIF,0.0,0.0,Naive CD20+ B IGKC+
DDT,0.0,0.0,Naive CD20+ B IGKC+
CABIN1,0.0,0.0,Naive CD20+ B IGKC+
SPECC1L,0.0,0.0,Naive CD20+ B IGKC+
ADORA2A,0.0,0.0,Naive CD20+ B IGKC+
GUCD1,0.0,0.0,Naive CD20+ B IGKC+
SNRPD3,0.0,0.0,Naive CD20+ B IGKC+
LRRC75B,0.0,0.0,Naive CD20+ B IGKC+
LRP5L,0.0,0.0,Naive CD20+ B IGKC+
GRK3,0.0,0.0,Naive CD20+ B IGKC+
ASPHD2,0.0,0.0,Naive CD20+ B IGKC+
HPS4,9.644e-05,0.0,Naive CD20+ B IGKC+
SRRD,0.0,0.0,Naive CD20+ B IGKC+
TFIP11,0.0,0.0,Naive CD20+ B IGKC+
Z95115.1,0.0,0.0,Naive CD20+ B IGKC+
TPST2,0.0001651,0.0,Naive CD20+ B IGKC+
MIAT,1.22e-05,0.0,Naive CD20+ B IGKC+
MIATNB,0.0,0.0,Naive CD20+ B IGKC+
LINC01422,0.0,0.0,Naive CD20+ B IGKC+
PITPNB,0.0,0.0,Naive CD20+ B IGKC+
TTC28-AS1,5.203e-05,0.0,Naive CD20+ B IGKC+
TTC28,0.0,0.0,Naive CD20+ B IGKC+
CHEK2,0.0,0.0,Naive CD20+ B IGKC+
HSCB,0.0,0.0,Naive CD20+ B IGKC+
CCDC117,0.0,0.0,Naive CD20+ B IGKC+
XBP1,0.0,0.0,Naive CD20+ B IGKC+
Z93930.2,0.0,0.0,Naive CD20+ B IGKC+
KREMEN1,0.0,0.0,Naive CD20+ B IGKC+
EMID1,0.0,0.0,Naive CD20+ B IGKC+
RHBDD3,0.0,0.0,Naive CD20+ B IGKC+
EWSR1,0.0,0.0,Naive CD20+ B IGKC+
GAS2L1,0.0,0.0,Naive CD20+ B IGKC+
AP1B1,0.0,0.0,Naive CD20+ B IGKC+
NEFH,0.0,0.0,Naive CD20+ B IGKC+
THOC5,0.0,0.0,Naive CD20+ B IGKC+
NIPSNAP1,0.0,0.0,Naive CD20+ B IGKC+
NF2,0.0,0.0,Naive CD20+ B IGKC+
ZMAT5,0.0,0.0,Naive CD20+ B IGKC+
UQCR10,0.0,0.0,Naive CD20+ B IGKC+
ASCC2,0.0,0.0,Naive CD20+ B IGKC+
MTMR3,0.0,0.0,Naive CD20+ B IGKC+
AC003681.1,0.0,0.0,Naive CD20+ B IGKC+
OSM,3e-06,0.0,Naive CD20+ B IGKC+
CASTOR1,0.0,0.0,Naive CD20+ B IGKC+
TBC1D10A,0.0,0.0,Naive CD20+ B IGKC+
SF3A1,0.0,0.0,Naive CD20+ B IGKC+
CCDC157,0.0,0.0,Naive CD20+ B IGKC+
RNF215,0.0,0.0,Naive CD20+ B IGKC+
SEC14L2,0.0,0.0,Naive CD20+ B IGKC+
MTFP1,6.05e-05,0.0,Naive CD20+ B IGKC+
AC004832.6,1.17e-05,0.0,Naive CD20+ B IGKC+
SEC14L4,0.0,0.0,Naive CD20+ B IGKC+
PES1,0.0,0.0,Naive CD20+ B IGKC+
TCN2,0.0,0.0,Naive CD20+ B IGKC+
SLC35E4,0.0,0.0,Naive CD20+ B IGKC+
DUSP18,0.0,0.0,Naive CD20+ B IGKC+
OSBP2,0.0,0.0,Naive CD20+ B IGKC+
MORC2-AS1,0.0,0.0,Naive CD20+ B IGKC+
MORC2,0.0,0.0,Naive CD20+ B IGKC+
TUG1,0.00011116,0.0,Naive CD20+ B IGKC+
SMTN,0.0,0.0,Naive CD20+ B IGKC+
SELENOM,9.65e-05,0.0,Naive CD20+ B IGKC+
RNF185,0.0,0.0,Naive CD20+ B IGKC+
LIMK2,0.0,0.0,Naive CD20+ B IGKC+
PIK3IP1,0.001394,0.00010574,Naive CD20+ B IGKC+
PATZ1,0.0,0.0,Naive CD20+ B IGKC+
LINC01521,0.0,0.0,Naive CD20+ B IGKC+
DRG1,0.0,0.0,Naive CD20+ B IGKC+
EIF4ENIF1,0.0,0.0,Naive CD20+ B IGKC+
SFI1,0.0,0.0,Naive CD20+ B IGKC+
AL096701.4,0.0,0.0,Naive CD20+ B IGKC+
PISD,0.0,0.0,Naive CD20+ B IGKC+
PRR14L,0.0,0.0,Naive CD20+ B IGKC+
DEPDC5,0.0,0.0,Naive CD20+ B IGKC+
YWHAH,0.0,0.0,Naive CD20+ B IGKC+
RTCB,0.0,0.0,Naive CD20+ B IGKC+
FBXO7,0.0,0.0,Naive CD20+ B IGKC+
TIMP3,0.0,0.0,Naive CD20+ B IGKC+
HMGXB4,0.0,0.0,Naive CD20+ B IGKC+
TOM1,0.0,0.0,Naive CD20+ B IGKC+
HMOX1,9.3e-06,0.0,Naive CD20+ B IGKC+
MCM5,0.0,0.0,Naive CD20+ B IGKC+
APOL6,0.0002391,0.0,Naive CD20+ B IGKC+
RBFOX2,0.0,0.0,Naive CD20+ B IGKC+
APOL3,0.0,0.0,Naive CD20+ B IGKC+
APOL2,0.0,0.0,Naive CD20+ B IGKC+
APOL1,0.0,0.0,Naive CD20+ B IGKC+
MYH9,0.0,0.0,Naive CD20+ B IGKC+
Z82215.1,0.0,0.0,Naive CD20+ B IGKC+
TXN2,0.0,0.0,Naive CD20+ B IGKC+
FOXRED2,0.0,0.0,Naive CD20+ B IGKC+
EIF3D,0.0,0.0,Naive CD20+ B IGKC+
IFT27,0.0,0.0,Naive CD20+ B IGKC+
NCF4,0.0,0.0,Naive CD20+ B IGKC+
CSF2RB,0.0,0.0,Naive CD20+ B IGKC+
TST,0.0,0.0,Naive CD20+ B IGKC+
MPST,0.0,0.0,Naive CD20+ B IGKC+
KCTD17,0.0,0.0,Naive CD20+ B IGKC+
IL2RB,0.0001421,0.0,Naive CD20+ B IGKC+
C1QTNF6,0.0,0.0,Naive CD20+ B IGKC+
RAC2,0.0,0.0,Naive CD20+ B IGKC+
CYTH4,0.0,0.0,Naive CD20+ B IGKC+
MFNG,0.0,0.0,Naive CD20+ B IGKC+
LGALS2,3.79e-05,0.0,Naive CD20+ B IGKC+
GGA1,0.0,0.0,Naive CD20+ B IGKC+
SH3BP1,0.0,0.0,Naive CD20+ B IGKC+
PDXP,0.0,0.0,Naive CD20+ B IGKC+
LGALS1,0.001991,0.0001221,Naive CD20+ B IGKC+
NOL12,0.0,0.0,Naive CD20+ B IGKC+
TRIOBP,0.0,0.0,Naive CD20+ B IGKC+
H1F0,9.4e-05,0.0,Naive CD20+ B IGKC+
GCAT,0.0,0.0,Naive CD20+ B IGKC+
ANKRD54,0.0,0.0,Naive CD20+ B IGKC+
EIF3L,0.0,0.0,Naive CD20+ B IGKC+
AL022311.1,0.0,0.0,Naive CD20+ B IGKC+
MICALL1,0.0,0.0,Naive CD20+ B IGKC+
POLR2F,0.0,0.0,Naive CD20+ B IGKC+
PICK1,0.0,0.0,Naive CD20+ B IGKC+
PLA2G6,0.0,0.0,Naive CD20+ B IGKC+
AL022322.2,1.1e-06,0.0,Naive CD20+ B IGKC+
MAFF,1.31e-05,0.0,Naive CD20+ B IGKC+
TMEM184B,0.0,0.0,Naive CD20+ B IGKC+
CSNK1E,0.00010306,0.0,Naive CD20+ B IGKC+
DDX17,0.0,0.0,Naive CD20+ B IGKC+
DMC1,0.0,0.0,Naive CD20+ B IGKC+
CBY1,0.0,0.0,Naive CD20+ B IGKC+
TOMM22,0.0,0.0,Naive CD20+ B IGKC+
JOSD1,0.0,0.0,Naive CD20+ B IGKC+
GTPBP1,0.0,0.0,Naive CD20+ B IGKC+
SUN2,0.0,0.0,Naive CD20+ B IGKC+
AL021707.6,0.0,0.0,Naive CD20+ B IGKC+
DNAL4,0.0,0.0,Naive CD20+ B IGKC+
CBX6,0.0,0.0,Naive CD20+ B IGKC+
APOBEC3A,1.496e-05,0.0,Naive CD20+ B IGKC+
